obscd_wl,korObs_wl,region_wl,lat_wl,lon_wl,stn_id_aws,stn_ko_aws,lat_aws,lon_aws,addr_aws,distance_km
1013620,목동교,한강,37.883056,127.548333,531,가평북면,37.89807,127.55219,경기도 가평군 북면 소법리,1.7
1013635,의암댐,한강,37.838056,127.673611,588,남산,37.79066,127.64289,강원특별자치도 춘천시 남산면 방곡리,5.92
1013637,춘천시(소양2교),한강,37.893056,127.7225,101,춘천,37.90262,127.7357,강원특별자치도 춘천시 우두동,1.57
1013643,춘천시(팔미3교),한강,37.82,127.701389,588,남산,37.79066,127.64289,강원특별자치도 춘천시 남산면 방곡리,6.09
1013645,춘천시(강촌교),한강,37.8175,127.633611,588,남산,37.79066,127.64289,강원특별자치도 춘천시 남산면 방곡리,3.09
1013650,가평군(제령교),한강,37.895278,127.530278,531,가평북면,37.89807,127.55219,경기도 가평군 북면 소법리,1.95
1013651,가평군(화악교),한강,37.921111,127.566389,531,가평북면,37.89807,127.55219,경기도 가평군 북면 소법리,2.85
1013652,가평천,한강,37.874722,127.527778,531,가평북면,37.89807,127.55219,경기도 가평군 북면 소법리,3.37
1013655,가평군(가평교),한강,37.831389,127.518056,455,경기가평,37.84598,127.50083,경기도 가평군 가평읍 읍내리,2.22
1014618,홍천군(용호대교),한강,37.77,128.153333,535,서석,37.71701,128.18265,강원특별자치도 홍천군 서석면 풍암리,6.43
1014620,홍천군(용선교),한강,37.813333,128.065278,522,화촌,37.78712,127.9838,강원특별자치도 홍천군 화촌면 주음치리,7.73
1014622,홍천군(지다치교),한강,37.819722,128.005,522,화촌,37.78712,127.9838,강원특별자치도 홍천군 화촌면 주음치리,4.08
1014630,홍천군(주음치교),한강,37.784444,127.983333,522,화촌,37.78712,127.9838,강원특별자치도 홍천군 화촌면 주음치리,0.3
1014635,홍천강(성포교),한강,37.763333,127.974167,522,화촌,37.78712,127.9838,강원특별자치도 홍천군 화촌면 주음치리,2.78
1014637,홍천군(군업1교),한강,37.753333,128.001944,522,화촌,37.78712,127.9838,강원특별자치도 홍천군 화촌면 주음치리,4.08
1014640,홍천군(굴운교),한강,37.738611,127.941389,522,화촌,37.78712,127.9838,강원특별자치도 홍천군 화촌면 주음치리,6.56
1014645,홍천군(귀미뜰교),한강,37.696389,127.9425,212,홍천,37.6836,127.88043,강원특별자치도 홍천군 홍천읍 연봉리,5.64
1014648,홍천강(남산교),한강,37.686111,127.889722,212,홍천,37.6836,127.88043,강원특별자치도 홍천군 홍천읍 연봉리,0.86
1014650,홍천군(홍천교),한강,37.687222,127.878889,212,홍천,37.6836,127.88043,강원특별자치도 홍천군 홍천읍 연봉리,0.42
1014652,홍천군(화계교),한강,37.704722,127.855556,212,홍천,37.6836,127.88043,강원특별자치도 홍천군 홍천읍 연봉리,3.21
1014664,홍천군(용수교),한강,37.659722,127.765833,558,팔봉,37.68614,127.70066,강원특별자치도 홍천군 서면 팔봉리,6.44
1014665,홍천군(남노일대교),한강,37.675278,127.770556,558,팔봉,37.68614,127.70066,강원특별자치도 홍천군 서면 팔봉리,6.27
1014680,홍천군(반곡교),한강,37.693611,127.670556,558,팔봉,37.68614,127.70066,강원특별자치도 홍천군 서면 팔봉리,2.78
1014690,춘천시(충의대교),한강,37.725833,127.588889,588,남산,37.79066,127.64289,강원특별자치도 춘천시 남산면 방곡리,8.63
1014695,한덕교,한강,37.672222,127.613333,558,팔봉,37.68614,127.70066,강원특별자치도 홍천군 서면 팔봉리,7.84
1014696,홍천군(모곡교),한강,37.671944,127.605,558,팔봉,37.68614,127.70066,강원특별자치도 홍천군 서면 팔봉리,8.57
1015611,가평군(신상교),한강,37.845278,127.355556,505,가평조종,37.82439,127.34543,경기도 가평군 조종면 현리,2.49
1015620,가평군(대보교),한강,37.796111,127.370833,505,가평조종,37.82439,127.34543,경기도 가평군 조종면 현리,3.86
1015630,산장제1교,한강,37.755,127.410278,486,외서,37.73474,127.41448,경기도 가평군 청평면 청평리,2.28
1015636,가평군(선촌2교),한강,37.681667,127.485833,485,신천,37.67617,127.49483,141 경기도 가평군 설악면 신천리,1.0
1015639,청평댐,한강,37.720833,127.424444,486,외서,37.73474,127.41448,경기도 가평군 청평면 청평리,1.78
1015640,가평군(청평댐),한강,37.723333,127.423056,486,외서,37.73474,127.41448,경기도 가평군 청평면 청평리,1.48
1015644,가평군(청평교),한강,37.734167,127.414444,486,외서,37.73474,127.41448,경기도 가평군 청평면 청평리,0.06
1015645,가평군(신청평대교),한강,37.718056,127.410278,486,외서,37.73474,127.41448,경기도 가평군 청평면 청평리,1.89
1015655,가평군(오류동교),한강,37.693056,127.365556,542,청평,37.68414,127.38017,경기도 가평군 청평면 대성리,1.62
1015680,남양주시(삼봉리),한강,37.595278,127.339167,484,창현,37.64656,127.31645,경기도 남양주시 화도읍 창현리,6.04
1016601,용인시(마전교),한강,37.2325,127.2375,436,처인역삼,37.23444,127.18839,경기도 용인시 처인구 역북동,4.35
1016606,광주시(동림3교),한강,37.341944,127.198611,459,오포,37.34545,127.19675,경기도 광주시 오포읍,0.42
1016607,용인시(월촌교),한강,37.3325,127.239444,459,오포,37.34545,127.19675,경기도 광주시 오포읍,4.04
1016645,광주시(오포대교),한강,37.370556,127.239722,459,오포,37.34545,127.19675,경기도 광주시 오포읍,4.71
1016650,광주시(경안교),한강,37.406667,127.263056,546,경기광주,37.43529,127.2592,경기도 광주시 송정동,3.2
1016651,광주시(파발교),한강,37.414167,127.256944,546,경기광주,37.43529,127.2592,경기도 광주시 송정동,2.36
1016655,경안교,한강,37.3925,127.251667,546,경기광주,37.43529,127.2592,경기도 광주시 송정동,4.8
1016657,광주시(부항교),한강,37.355833,127.386111,460,실촌,37.36887,127.40541,141 경기도 광주시 곤지암읍 만선리,2.24
1016660,광주시(섬뜰교),한강,37.399167,127.292778,442,지월,37.43277,127.28566,경기도 광주시 초월읍 지월리,3.79
1016670,광주시(서하교),한강,37.428889,127.308333,442,지월,37.43277,127.28566,경기도 광주시 초월읍 지월리,2.05
1016695,광주시(광동교),한강,37.471111,127.294167,458,퇴촌,37.4747,127.30579,141 경기도 광주시 퇴촌면 오리,1.1
1017678,팔당댐,한강,37.525,127.284722,458,퇴촌,37.4747,127.30579,141 경기도 광주시 퇴촌면 오리,5.89
1017690,남양주시(팔당댐),한강,37.527222,127.283333,458,퇴촌,37.4747,127.30579,141 경기도 광주시 퇴촌면 오리,6.17
1018605,고안(등록문화재),한강,37.541667,127.25,444,하남,37.53794,127.21367,경기도 하남시 신장동,3.23
1018610,남양주시(팔당대교),한강,37.547778,127.239444,428,하남덕풍,37.55124,127.21278,경기도 하남시 덕풍동,2.38
1018611,팔당대교,한강,37.544444,127.241389,444,하남,37.53794,127.21367,경기도 하남시 신장동,2.55
1018619,포천시(마명1교),한강,37.781111,127.206667,360,내촌면,37.7861,127.2283,경기도 포천시 내촌면 내리,1.98
1018620,남양주시(부평교),한강,37.740278,127.196667,599,광릉,37.76172,127.16977,경기도 포천시 소흘읍 직동리,3.36
1018623,남양주시(연평대교),한강,37.71,127.182222,451,오남,37.69851,127.20483,경기도 남양주시 오남읍 양지리,2.36
1018625,남양주시(내곡교),한강,37.691667,127.164722,451,오남,37.69851,127.20483,경기도 남양주시 오남읍 양지리,3.61
1018628,행주(등록문화재),한강,37.598611,126.810556,404,강서,37.5739,126.82953,서울특별시 강서구 화곡동,3.22
1018630,남양주시(진관교),한강,37.65,127.151944,541,남양주,37.63405,127.15055,경기도 남양주시 진건읍 배양리,1.78
1018635,남양주시(퇴계원리),한강,37.645,127.138056,541,남양주,37.63405,127.15055,경기도 남양주시 진건읍 배양리,1.64
1018638,남양주시(왕숙교),한강,37.603611,127.148056,368,수택동,37.59924,127.15029,경기도 구리시 수택동,0.52
1018640,서울시(광진교),한강,37.545556,127.110278,413,광진,37.53344,127.08601,서울특별시 광진구 자양동,2.53
1018645,자양,한강,37.524167,127.078056,413,광진,37.53344,127.08601,서울특별시 광진구 자양동,1.25
1018650,성남시(궁내교),한강,37.37,127.108333,364,분당구,37.38276,127.11901,경기도 성남시분당구 수내동,1.7
1018653,성남시(둔전교),한강,37.428056,127.117222,572,성남,37.42093,127.12476,경기도 성남시중원구 여수동,1.03
1018655,서울시(대곡교),한강,37.468889,127.1225,400,강남,37.4982,127.08162,서울특별시 강남구 일원동,4.86
1018658,서울시(대치교),한강,37.498333,127.074444,400,강남,37.4982,127.08162,서울특별시 강남구 일원동,0.63
1018660,청담,한강,37.519444,127.063889,413,광진,37.53344,127.08601,서울특별시 광진구 자양동,2.5
1018661,양주시(마전3교),한강,37.778611,127.048611,373,남방,37.7706,127.0458,경기도 양주시 남방동,0.92
1018662,서울시(청담대교),한강,37.523056,127.062778,413,광진,37.53344,127.08601,서울특별시 광진구 자양동,2.35
1018664,뚝도,한강,37.533333,127.05,421,성동,37.54721,127.03885,서울특별시 성동구 성수동1가,1.83
1018665,의정부시(신곡교),한강,37.735278,127.053333,532,의정부,37.73476,127.07349,경기도 의정부시 용현동,1.77
1018666,의정부시(금신교),한강,37.747222,127.059167,431,신곡,37.74874,127.07179,경기도 의정부시 신곡동,1.12
1018669,서울시(창동교),한강,37.652778,127.054167,406,도봉,37.66557,127.03042,서울특별시 도봉구 방학동,2.53
1018670,서울시(월계2교),한강,37.624167,127.05,407,노원,37.62186,127.09192,서울특별시 노원구 공릉동,3.7
1018675,서울시(중랑교),한강,37.5925,127.070556,408,동대문,37.58463,127.06036,서울특별시 동대문구 전농동,1.25
1018680,서울시(잠수교),한강,37.517222,126.995278,415,용산,37.52038,126.97611,서울특별시 용산구 이촌동,1.73
1018683,서울시(한강대교),한강,37.514444,126.956667,415,용산,37.52038,126.97611,서울특별시 용산구 이촌동,1.84
1018685,구용산,한강,37.516667,126.95,418,한강,37.52489,126.93904,서울특별시 영등포구 여의도동,1.33
1018686,서울시(홍남교),한강,37.575278,126.926389,412,서대문,37.57047,126.94078,서울특별시 서대문구 신촌동,1.38
1018690,안양시(충훈1교),한강,37.404722,126.903056,365,석수동,37.40925,126.89514,경기도 안양시만안구 석수동,0.86
1018692,서울시(신림5교),한강,37.467222,126.9475,509,관악,37.45284,126.95015,서울특별시 관악구 신림동,1.62
1018693,광명시(시흥대교),한강,37.452222,126.893333,453,소하,37.44205,126.89644,경기도 광명시 소하동,1.16
1018695,서울시(너부대교),한강,37.478889,126.845556,437,광명,37.47867,126.86531,경기도 광명시 철산동,1.74
1018697,서울시(오금교),한강,37.508333,126.874167,405,양천,37.52823,126.87937,101 서울특별시 양천구 목동,2.26
1018698,서울시(신대방1교),한강,37.488056,126.914444,410,기상청,37.4933,126.91746,서울특별시 동작구 신대방동,0.64
1019606,고양시(은덕교),한강,37.645833,126.921389,416,은평,37.64647,126.94273,서울특별시 은평구 진관동,1.88
1019612,인천시(굴포1교),한강,37.508889,126.722778,433,부천,37.50059,126.7636,경기도 부천시 원미구 중동,3.72
1019620,부천시(도두리2교),한강,37.532222,126.760556,433,부천,37.50059,126.7636,경기도 부천시 원미구 중동,3.53
1019630,서울시(행주대교),한강,37.603056,126.814722,450,주교,37.59834,126.84896,경기도 고양시덕양구 현천동,3.06
1019635,아라한강갑문(내),한강,37.602222,126.793333,441,김포,37.60758,126.76244,경기도 김포시 고촌읍 풍곡리,2.79
1019636,아라한강갑실,한강,37.602222,126.793333,441,김포,37.60758,126.76244,경기도 김포시 고촌읍 풍곡리,2.79
1019637,아라한강갑문(외),한강,37.602222,126.793333,441,김포,37.60758,126.76244,경기도 김포시 고촌읍 풍곡리,2.79
1019640,굴포천(내),한강,37.523056,126.759722,429,부천원미,37.50059,126.7636,경기도 부천시 중동,2.52
1019645,굴현보(상),한강,37.568056,126.745556,110,김포(공),37.55891,126.79451,서울특별시 강서구 공항동,4.43
1019647,박촌1교,한강,37.541667,126.761389,110,김포(공),37.55891,126.79451,서울특별시 강서구 공항동,3.49
1019648,계양대교,한강,37.573333,126.746389,441,김포,37.60758,126.76244,경기도 김포시 고촌읍 풍곡리,4.06
1019650,굴현교,한강,37.566111,126.752222,110,김포(공),37.55891,126.79451,서울특별시 강서구 공항동,3.81
1019651,귤현보(상),한강,37.574444,126.758889,110,김포(공),37.55891,126.79451,서울특별시 강서구 공항동,3.58
1019652,귤현보(하),한강,37.574444,126.759444,110,김포(공),37.55891,126.79451,서울특별시 강서구 공항동,3.54
1019653,벌말교,한강,37.583333,126.772222,441,김포,37.60758,126.76244,경기도 김포시 고촌읍 풍곡리,2.83
1019655,굴현보(하),한강,37.566111,126.7525,110,김포(공),37.55891,126.79451,서울특별시 강서구 공항동,3.79
1019657,인천시(상야교),한강,37.579167,126.775833,110,김포(공),37.55891,126.79451,서울특별시 강서구 공항동,2.79
1019660,굴포천(한강),한강,37.589722,126.782778,441,김포,37.60758,126.76244,경기도 김포시 고촌읍 풍곡리,2.67
1019661,김포시(사우교),한강,37.625,126.727222,441,김포,37.60758,126.76244,경기도 김포시 고촌읍 풍곡리,3.66
1019663,양주시(제궁교),한강,37.692778,126.9275,352,장흥면,37.7156,126.9436,경기도 양주시 장흥면 일영리,2.91
1019667,고양시(원당교),한강,37.685,126.865833,540,고양,37.6373,126.892,경기도 고양시덕양구 용두동,5.78
1019675,김포시(전류리),한강,37.695833,126.664444,427,김포장기,37.64279,126.67343,경기도 김포시 장기동,5.95
1019680,파주시(교하교),한강,37.760278,126.761389,506,파주금촌,37.74823,126.77693,경기도 파주시 금촌동,1.91
1021628,철원군(백마교),한강,38.268889,127.160556,651,외촌,38.27717,127.2057,강원특별자치도 철원군 철원읍 외촌리,4.05
1021630,철원군(대마리),한강,38.268333,127.166111,651,외촌,38.27717,127.2057,강원특별자치도 철원군 철원읍 외촌리,3.59
1021650,연천군(필승교),한강,38.111111,126.960833,499,중면,38.13608,127.02354,경기도 연천군 중면 삼곶리,6.15
1021660,연천군(군남댐),한강,38.105,127.015833,491,군남,38.0822222,127.0208333,경기도 연천군 군남면 삼거리,2.57
1021670,북삼,한강,38.089722,127.007778,491,군남,38.0822222,127.0208333,경기도 연천군 군남면 삼거리,1.41
1021680,연천군(임진교),한강,38.056389,127.0175,478,왕징,38.05857,127.01279,경기도 연천군 왕징면 무등리,0.48
1022620,철원군(암정교),한강,38.286667,127.464722,323,마현,38.27268,127.52551,강원특별자치도 철원군 근남면 마현리,5.53
1022626,철원군(장수대교),한강,38.246111,127.374444,552,김화,38.23145,127.3896,강원특별자치도 철원군 김화읍 청양리,2.1
1022630,철원군(삼합교),한강,38.293889,127.349167,552,김화,38.23145,127.3896,강원특별자치도 철원군 김화읍 청양리,7.79
1022631,토교,한강,38.272222,127.288889,650,양지,38.25091,127.27141,강원특별자치도 철원군 동송읍 양지리,2.82
1022635,철원군(한탄대교),한강,38.186944,127.299167,95,철원,38.14787,127.3042,강원특별자치도 철원군 갈말읍 군탄리,4.37
1022638,철원군(군탄교),한강,38.140278,127.28,95,철원,38.14787,127.3042,강원특별자치도 철원군 갈말읍 군탄리,2.28
1022640,포천시(용담교),한강,38.123889,127.271944,95,철원,38.14787,127.3042,강원특별자치도 철원군 갈말읍 군탄리,3.88
1022641,포천시(제1도평교),한강,38.050833,127.381944,539,포천이동,38.02415,127.36571,경기도 포천시 이동면 장암리,3.29
1022642,포천시(대회산교),한강,38.09,127.220556,474,영북,38.08909,127.2755,경기도 포천시 영북면 운천리,4.81
1022643,포천시(영로대교),한강,38.065278,127.205833,474,영북,38.08909,127.2755,경기도 포천시 영북면 운천리,6.65
1022644,연천군(한탄강댐),한강,38.0625,127.130833,507,창수,38.02479,127.14358,경기도 포천시 창수면 고소성리,4.34
1022645,연천군(한여울교),한강,38.060833,127.129167,507,창수,38.02479,127.14358,경기도 포천시 창수면 고소성리,4.2
1022646,포천시(낭유대교),한강,38.000556,127.33,539,포천이동,38.02415,127.36571,경기도 포천시 이동면 장암리,4.08
1022647,포천시(포천대교),한강,37.8925,127.201944,504,포천,37.87035,127.18073,경기도 포천시 자작동,3.09
1022648,포천시(은현교),한강,38.002222,127.238611,361,영중면,38.0053,127.2447,경기도 포천시 영중면 양문리,0.63
1022649,포천시(지현교),한강,37.933611,127.265556,452,신북,37.93408,127.22638,경기도 포천시 신북면 기지리,3.44
1022650,포천시(영평교),한강,38.010833,127.214444,361,영중면,38.0053,127.2447,경기도 포천시 영중면 양문리,2.72
1022651,포천시(가산교),한강,37.836944,127.155556,359,선단동,37.8542,127.1592,경기도 포천시 선단동,1.95
1022655,포천시(신백의교),한강,38.018056,127.142778,507,창수,38.02479,127.14358,경기도 포천시 창수면 고소성리,0.75
1022659,백의교,한강,38.023056,127.138056,507,창수,38.02479,127.14358,경기도 포천시 창수면 고소성리,0.52
1022660,양주시(발운2교),한강,37.867778,127.001667,372,은현면,37.8722,127.0267,경기도 양주시 은현면 선암리,2.25
1022661,연천군(보막교),한강,38.167222,127.101667,538,신서,38.17254,127.10301,경기도 연천군 신서면 도신리,0.6
1022662,연천군(차탄교),한강,38.0875,127.071944,456,연천,38.09632,127.07564,경기도 연천군 연천읍 차탄리,1.03
1022664,궁신교,한강,38.036667,127.104444,507,창수,38.02479,127.14358,경기도 포천시 창수면 고소성리,3.67
1022665,연천군(궁신교),한강,38.036111,127.103889,507,창수,38.02479,127.14358,경기도 포천시 창수면 고소성리,3.7
1022666,연천군(고탄교),한강,38.031389,127.076111,652,연천청산,37.98998,127.07267,경기도 연천군 청산면 초성리,4.61
1022668,동두천시(송천교),한강,37.880278,127.051389,372,은현면,37.8722,127.0267,경기도 양주시 은현면 선암리,2.35
1022670,연천군(신천교),한강,37.993056,127.076944,652,연천청산,37.98998,127.07267,경기도 연천군 청산면 초성리,0.51
1022680,연천군(사랑교),한강,38.009167,127.056389,652,연천청산,37.98998,127.07267,경기도 연천군 청산면 초성리,2.57
1023635,파주시(덕천교),한강,37.934167,126.864722,479,장남,37.98183,126.88427,경기도 연천군 장남면 원당리,5.57
1023640,연천군(삼화교),한강,38.025278,126.983333,480,미산,38.04743,126.99289,경기도 연천군 미산면 유촌리,2.6
1023660,파주시(비룡대교),한강,37.985278,126.919167,479,장남,37.98183,126.88427,경기도 연천군 장남면 원당리,3.08
1023662,연천군(사미천교),한강,38.003333,126.878333,479,장남,37.98183,126.88427,경기도 연천군 장남면 원당리,2.45
1023667,파주시(전진교),한강,37.906111,126.820556,483,진동,37.92526,126.78913,경기도 파주시 진동면 동파리,3.48
1023670,파주시(통일대교),한강,37.904444,126.741667,503,도라산,37.90804,126.71193,경기도 파주시 장단면 도라산리,2.64
1023671,파주시(신우교),한강,37.773611,126.885278,482,광탄,37.77602,126.85131,경기도 파주시 광탄면 신산리,3.0
1023674,파주시(만장교),한강,37.805556,126.861944,482,광탄,37.77602,126.85131,경기도 파주시 광탄면 신산리,3.41
1023677,파주시(주월교),한강,37.800833,126.818611,482,광탄,37.77602,126.85131,경기도 파주시 광탄면 신산리,3.98
1023680,파주시(아가메교),한강,37.821389,126.783889,481,탄현,37.80246,126.71624,경기도 파주시 탄현면 축현리,6.3
1101601,수원시(매세교),안성천,37.268056,127.015833,430,경기,37.27464,127.00971,경기도 수원시팔달구 매산로3가,0.91
1101604,수원시(백년교),안성천,37.250833,127.0425,430,경기,37.27464,127.00971,경기도 수원시팔달구 매산로3가,3.93
1101605,화성시(화산교),안성천,37.217778,127.020278,439,진안,37.20877,127.0357,141 경기도 화성시 진안동,1.69
1101606,안성시(현수교),안성천,37.000833,127.284167,516,안성,37.00371,127.25017,경기도 안성시 옥산동,3.04
1101609,금광,안성천,36.9975,127.328889,443,보개,37.03307,127.30633,경기도 안성시 보개면 복평리,4.43
1101610,안성시(옥산대교),안성천,37.001389,127.250278,516,안성,37.00371,127.25017,경기도 안성시 옥산동,0.26
1101611,안성시(평촌교),안성천,37.074444,127.26,470,고삼,37.08056,127.26962,경기도 안성시 고삼면 봉산리,1.09
1101615,고삼,안성천,37.081667,127.271944,470,고삼,37.08056,127.26962,경기도 안성시 고삼면 봉산리,0.24
1101616,안성시(고지교),안성천,36.964722,127.211944,495,공도,36.98062,127.16254,경기도 안성시 공도읍 불당리,4.73
1101618,안성시(한천교),안성천,36.989444,127.205556,495,공도,36.98062,127.16254,경기도 안성시 공도읍 불당리,3.94
1101620,안성시(건천리),안성천,36.973611,127.1825,495,공도,36.98062,127.16254,경기도 안성시 공도읍 불당리,1.94
1101621,용인시(덕성1교),안성천,37.1725,127.199722,370,이동묵리,37.1789,127.25,경기도 용인시 처인구 이동읍 묵리,4.51
1101625,이동,안성천,37.110278,127.184444,575,용인이동,37.1058,127.18766,경기도 용인시 처인구 이동읍 어비리,0.57
1101628,천안시(안궁교),안성천,36.964444,127.139722,495,공도,36.98062,127.16254,경기도 안성시 공도읍 불당리,2.71
1101630,천안시(안성천교),안성천,36.970278,127.110833,551,평택,36.98769,127.10879,경기도 평택시 비전동,1.94
1101631,천안시(장천교),안성천,36.922778,127.121111,617,직산,36.89056,127.14556,충청남도 천안시 서북구 직산읍 군서리,4.19
1101635,평택시(군문교),안성천,36.983611,127.08,551,평택,36.98769,127.10879,경기도 평택시 비전동,2.6
1101645,오산시(탑동대교),안성천,37.133889,127.058056,446,남촌,37.14031,127.06373,경기도 오산시 오산동,0.87
1101650,화성시(수직교),안성천,37.123611,126.999722,355,서탄면,37.1136,127.0364,경기도 평택시 서탄면 금암리,3.44
1101656,용인시(전궁교),안성천,37.110833,127.1525,575,용인이동,37.1058,127.18766,경기도 용인시 처인구 이동읍 어비리,3.17
1101663,평택시(진위1교),안성천,37.095,127.052222,355,서탄면,37.1136,127.0364,경기도 평택시 서탄면 금암리,2.5
1101665,평택시(회화리),안성천,37.096111,127.028889,355,서탄면,37.1136,127.0364,경기도 평택시 서탄면 금암리,2.06
1101670,평택시(동연교),안성천,37.0525,126.9975,356,고덕면,37.0481,127.0183,경기도 평택시 고덕면 좌교리,1.91
1101675,궁안교,안성천,37.016667,127.016667,356,고덕면,37.0481,127.0183,경기도 평택시 고덕면 좌교리,3.5
1101680,평택시(팽성대교),안성천,36.978056,127.033611,551,평택,36.98769,127.10879,경기도 평택시 비전동,6.76
1101685,아산호,안성천,36.968056,126.975833,358,현덕면,36.9672,126.9214,경기도 평택시 현덕면 인광리,4.84
1101688,아산시(운교교),안성천,36.917778,127.038611,551,평택,36.98769,127.10879,경기도 평택시 비전동,9.97
1101690,노양,안성천,36.933333,127.0,358,현덕면,36.9672,126.9214,경기도 평택시 현덕면 인광리,7.94
1101695,아산만(내),안성천,36.98,126.928056,358,현덕면,36.9672,126.9214,경기도 평택시 현덕면 인광리,1.54
1101696,아산만(외),안성천,36.98,126.928056,358,현덕면,36.9672,126.9214,경기도 평택시 현덕면 인광리,1.54
1201620,강화군(강화대교),한강서해,37.731667,126.527778,201,강화,37.70739,126.44634,인천광역시 강화군 불은면 삼성리,7.65
1201651,아라서해갑문(내),한강서해,37.561111,126.604167,511,경서동,37.5675,126.6351,인천광역시 서구 경서동,2.82
1201652,아라서해갑실(남),한강서해,37.560556,126.603056,511,경서동,37.5675,126.6351,인천광역시 서구 경서동,2.93
1201653,아라서해갑문(외),한강서해,37.560278,126.601389,511,경서동,37.5675,126.6351,인천광역시 서구 경서동,3.08
1201654,아라서해갑실(북),한강서해,37.561111,126.602778,511,경서동,37.5675,126.6351,인천광역시 서구 경서동,2.94
1201660,인천시(연수교),한강서해,37.416667,126.695833,512,인천연수,37.39684,126.66209,인천광역시 연수구 동춘동,3.71
1202630,반월2,한강서해,37.348333,126.875,369,수리산길,37.36404,126.91692,경기도 군포시 산본동,4.1
1202650,안산시(안산10교),한강서해,37.314722,126.8425,435,고잔,37.32713,126.83397,경기도 안산시단원구 고잔동,1.57
1202660,반월1,한강서해,37.322778,126.856944,435,고잔,37.32713,126.83397,경기도 안산시단원구 고잔동,2.09
1202668,화성시(발안천2교),한강서해,37.116667,126.89,432,향남,37.13087,126.92063,경기도 화성시 향남읍 행정리,3.14
1202670,남양(외),한강서해,37.000556,126.8,472,포승,36.9845,126.85475,경기도 평택시 포승읍 도곡리,5.18
1202690,서해배수문(내),한강서해,37.29,126.577222,514,대부도,37.23767,126.5787,경기도 안산시단원구 대부남동,5.82
1202695,서해배수문(외),한강서해,37.290278,126.576944,514,대부도,37.23767,126.5787,경기도 안산시단원구 대부남동,5.85
1301620,고성군(간촌교),한강동해,38.379444,128.4475,517,간성,38.3851,128.47523,강원특별자치도 고성군 간성읍 동호리,2.5
1301625,속초시(도문교),한강동해,38.164722,128.545278,520,설악동,38.16705,128.51818,(산지)강원특별자치도 속초시 설악동,2.38
1301630,양양군(용천2교),한강동해,38.055556,128.608056,670,양양,38.08874,128.62954,강원특별자치도 양양군 양양읍 송암리,4.14
1301632,양양군(북평교),한강동해,38.071111,128.607778,670,양양,38.08874,128.62954,강원특별자치도 양양군 양양읍 송암리,2.73
1301658,양양군(양양대교),한강동해,38.075278,128.631667,670,양양,38.08874,128.62954,강원특별자치도 양양군 양양읍 송암리,1.51
1301665,속초시(응골교),한강동해,38.188611,128.558056,671,청호,38.19091,128.5936,강원특별자치도 속초시 조양동,3.12
1302645,오봉,한강동해,37.698889,128.819722,678,강릉성산,37.72484,128.77862,(산지)강원특별자치도 강릉시 성산면 어흘리,4.63
1302646,강릉시(오봉교),한강동해,37.709722,128.823611,678,강릉성산,37.72484,128.77862,(산지)강원특별자치도 강릉시 성산면 어흘리,4.3
1302648,강릉시(회산교),한강동해,37.743056,128.87,105,강릉,37.75147,128.89099,강원특별자치도 강릉시 용강동,2.07
1302655,강릉시(난곡교),한강동해,37.783333,128.880278,524,경포,37.78638,128.89388,강원특별자치도 강릉시 운정동,1.24
1302663,동해시(달방댐),한강동해,37.506111,129.038056,677,달방댐,37.51728,129.0213,(산지)강원특별자치도 동해시 신흥동,1.93
1302665,동해시(원평교),한강동해,37.494167,129.068056,677,달방댐,37.51728,129.0213,(산지)강원특별자치도 동해시 신흥동,4.86
1302666,강릉시(우정교),한강동해,37.848056,128.724444,566,연곡,37.85155,128.81924,강원특별자치도 강릉시 연곡면 송림리,8.33
1302668,동해시(북평교),한강동해,37.485278,129.125,106,동해,37.50709,129.12433,강원특별자치도 동해시 용정동,2.43
1302670,강릉시(송림교),한강동해,37.846944,128.810556,566,연곡,37.85155,128.81924,강원특별자치도 강릉시 연곡면 송림리,0.92
1303610,삼척시(남양촌교),한강동해,37.143333,129.260278,529,원덕,37.14156,129.28585,강원특별자치도 삼척시 원덕읍 산양리,2.28
1303640,삼척시(전두3교),한강동해,37.224167,129.0425,878,도계,37.22379,129.09609,(산지)강원특별자치도 삼척시 도계읍 황조리,4.75
1303645,삼척시(마차교),한강동해,37.307778,129.072222,696,신기,37.34661,129.08614,(산지)강원특별자치도 삼척시 신기면 신기리,4.49
1303650,삼척시(상정교),한강동해,37.382778,129.098611,696,신기,37.34661,129.08614,(산지)강원특별자치도 삼척시 신기면 신기리,4.17
1303680,삼척시(오십천교),한강동해,37.438056,129.168056,876,삼척,37.45003,129.16214,강원특별자치도 삼척시 교동,1.43
